0	-1.267	0.465	2.198	3.931	5.663	7.396	9.129	10.861	12.594	14.327	16.059	17.792	19.525	21.257	22.99	24.723	26.455	28.188	29.921	31.653	33.386	35.119	36.851	38.584	40.317	42.05	43.782	45.515	47.248	48.98	50.713	52.446	54.178	55.911	57.644	59.376	61.109	62.842	64.574	66.307	68.04	69.772	71.505	73.238	74.97	76.703	78.436	80.168	81.901	83.634	85.366	87.099	88.832	90.564	92.297	94.03	95.762	97.495	99.228	100.96	102.693	104.426	106.158	107.891	109.624	111.356	113.089	114.822	116.554	118.287	120.02	121.752	123.485	125.218	126.95	128.683	130.416	132.149	133.881	135.614	137.347	139.079	140.812	142.545	144.277	146.01	147.743	149.475	151.208	152.941	154.673	156.406	158.139	159.871	161.604	163.337	165.069	166.802	168.535	170.267
5.8	0	0	0	0	0	0.964	2.187	3.72	5.561	7.018	8.129	8.985	9.644	10.143	10.503	10.797	11.064	11.312	11.543	11.762	11.972	12.175	12.373	12.567	12.756	12.929	13.084	13.225	13.353	13.467	13.571	13.664	13.747	13.822	13.89	13.95	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.903	13.782	13.64	13.476	13.29	13.084	12.858	12.613	12.332	12.007	11.638	11.226	10.772	10.276	9.739	9.152	8.507	7.806	7.049	6.236	5.366	4.446	3.485	2.44	1.238
6	0	0	0	0	0	0.651	1.826	3.484	5.535	7.111	8.261	9.127	9.783	10.27	10.614	10.892	11.147	11.384	11.606	11.817	12.02	12.217	12.409	12.599	12.783	12.951	13.103	13.24	13.364	13.477	13.578	13.669	13.751	13.825	13.891	13.951	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.905	13.786	13.647	13.486	13.304	13.102	12.881	12.642	12.365	12.044	11.677	11.266	10.811	10.312	9.768	9.172	8.513	7.794	7.015	6.177	5.281	4.338	3.368	2.329	1.145
6.2	0	0	0	0	0	0.341	1.499	3.296	5.545	7.221	8.399	9.268	9.915	10.386	10.715	10.98	11.223	11.449	11.663	11.867	12.064	12.255	12.443	12.627	12.807	12.971	13.12	13.254	13.376	13.486	13.585	13.675	13.756	13.828	13.893	13.951	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.907	13.791	13.654	13.496	13.318	13.12	12.904	12.67	12.397	12.079	11.714	11.303	10.846	10.342	9.791	9.184	8.513	7.775	6.971	6.103	5.174	4.204	3.224	2.193	1.031
6.4	0	0	0	0	0	0.076	1.231	3.194	5.612	7.353	8.543	9.407	10.039	10.493	10.807	11.06	11.292	11.509	11.715	11.913	12.104	12.291	12.474	12.655	12.831	12.991	13.136	13.268	13.387	13.495	13.593	13.681	13.76	13.831	13.895	13.952	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.909	13.795	13.661	13.507	13.332	13.138	12.927	12.697	12.429	12.113	11.75	11.338	10.877	10.368	9.809	9.19	8.504	7.746	6.917	6.016	5.045	4.04	3.049	2.03	0.898
6.6	0	0	0	0	0	0	1.048	3.219	5.749	7.51	8.695	9.542	10.155	10.592	10.892	11.133	11.355	11.564	11.763	11.955	12.142	12.325	12.504	12.681	12.854	13.011	13.153	13.282	13.399	13.505	13.6	13.687	13.765	13.835	13.897	13.953	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.911	13.799	13.668	13.517	13.346	13.157	12.949	12.725	12.46	12.146	11.783	11.37	10.906	10.39	9.821	9.19	8.487	7.708	6.852	5.916	4.902	3.86	2.847	1.84	0.746
6.8	0	0	0	0	0	0	1.003	3.399	5.963	7.694	8.852	9.673	10.264	10.684	10.97	11.2	11.413	11.615	11.809	11.996	12.179	12.358	12.534	12.707	12.876	13.03	13.17	13.296	13.411	13.514	13.608	13.693	13.769	13.838	13.899	13.954	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.913	13.804	13.676	13.528	13.361	13.175	12.972	12.752	12.49	12.179	11.816	11.4	10.932	10.408	9.828	9.183	8.462	7.661	6.776	5.803	4.743	3.666	2.635	1.631	0.576
7	0	0	0	0	0	0	1.203	3.736	6.247	7.902	9.013	9.8	10.366	10.769	11.042	11.261	11.468	11.664	11.854	12.037	12.215	12.39	12.563	12.733	12.899	13.05	13.186	13.31	13.423	13.524	13.616	13.699	13.774	13.841	13.901	13.955	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.915	13.809	13.683	13.539	13.375	13.194	12.995	12.779	12.52	12.21	11.847	11.429	10.955	10.424	9.832	9.171	8.431	7.605	6.688	5.676	4.568	3.459	2.411	1.412	0.392
7.2	0	0	0	0	0	0	1.726	4.219	6.59	8.128	9.176	9.923	10.462	10.847	11.108	11.32	11.521	11.712	11.897	12.076	12.251	12.422	12.591	12.758	12.921	13.069	13.203	13.324	13.434	13.534	13.624	13.706	13.779	13.845	13.904	13.956	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.917	13.813	13.691	13.55	13.39	13.212	13.018	12.806	12.551	12.242	11.878	11.457	10.978	10.437	9.832	9.154	8.392	7.539	6.588	5.534	4.377	3.237	2.172	1.181	0.202
7.4	0	0	0	0	0	0	2.418	4.836	6.969	8.364	9.337	10.04	10.552	10.92	11.172	11.378	11.573	11.759	11.94	12.115	12.286	12.453	12.619	12.783	12.943	13.088	13.219	13.339	13.446	13.544	13.632	13.712	13.784	13.848	13.906	13.957	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.919	13.818	13.699	13.561	13.405	13.231	13.041	12.833	12.582	12.274	11.91	11.488	11.004	10.456	9.838	9.143	8.357	7.469	6.475	5.375	4.17	2.998	1.917	0.935	0
7.6	0	0	0	0	0	0.969	3.255	5.539	7.36	8.603	9.496	10.152	10.638	10.991	11.235	11.434	11.623	11.805	11.981	12.152	12.319	12.484	12.646	12.807	12.964	13.107	13.236	13.353	13.459	13.554	13.641	13.719	13.789	13.852	13.908	13.958	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.921	13.823	13.706	13.572	13.42	13.25	13.064	12.861	12.613	12.308	11.945	11.521	11.034	10.48	9.854	9.148	8.346	7.433	6.394	5.218	3.944	2.741	1.639	0.666	0
7.8	0	0	0	0	0	2.063	4.225	6.23	7.744	8.838	9.65	10.261	10.722	11.06	11.295	11.489	11.673	11.85	12.022	12.189	12.353	12.514	12.673	12.831	12.985	13.126	13.252	13.367	13.471	13.564	13.649	13.726	13.794	13.856	13.911	13.96	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	14	13.924	13.828	13.714	13.583	13.435	13.269	13.088	12.889	12.644	12.342	11.98	11.556	11.067	10.509	9.878	9.164	8.352	7.423	6.354	5.121	3.755	2.468	1.326	0.359	0
