0.01827420888	1.281523295	0.03543342511	1.285472534	0.0561682239	1.283497915	0.07710996054	1.287447154	0.1017651902	1.289421774	0.1264204186	1.291396355	0.1507998286	1.285472534	0.1755240135	1.289421774	0.1963967936	1.291396355
0.01682615419	1.240056434	0.0376989356	1.242031054	0.06438329987	1.247954913	0.08876270859	1.242031054	0.1136248748	1.249929495	0.1384869702	1.257827973	0.1590838585	1.251904114	0.1872457863	1.245980218	0.2100787484	1.249929495
0.01909166336	1.196614916	0.04164880582	1.192665752	0.07063819515	1.210437253	0.1020999607	1.190691133	0.1237311749	1.214386493	0.1520310145	1.212411873	0.1693281399	1.220310314	0.2010656542	1.208462672	0.2203919129	1.220310314
0.01743674691	1.14922431	0.04236779621	1.15909737	0.08046867299	1.166995735	0.117328366	1.139351249	0.1356598134	1.176868796	0.1674663538	1.166995735	0.1796413044	1.190691133	0.2167768157	1.17094505	0.2378564615	1.178843491
0.0161266027	1.111706688	0.04834687186	1.11368127	0.090230273	1.121579748	0.1344480638	1.088011253	0.1510261306	1.129478189	0.1829016262	1.121579748	0.1916389007	1.155148131	0.2343792722	1.133427391	0.2645013821	1.129478189
0.01839211055	1.068265132	0.05236569732	1.066290588	0.101883021	1.076163648	0.1514988128	1.034696825	0.1628168586	1.088011253	0.201981578	1.072214447	0.2020899757	1.129478189	0.2519127027	1.093935149	0.2857483029	1.088011253
0.01862841823	1.020874526	0.05855163869	1.026798347	0.1153581823	1.028772929	0.1706477186	0.9873061057	0.1730611426	1.056417528	0.2191701602	1.022849108	0.2159787949	1.093935149	0.2714063125	1.056417528	0.3108467755	1.048519049
0.0208249748	0.9754584634	0.06298419424	0.9912553449	0.1307244981	0.9813822846	0.1879742846	0.9418900433	0.1868120527	1.016925287	0.2330590528	0.9873061057	0.2299365706	1.060366767	0.2856398357	1.030747586	0.3379743813	1.012976047
0.0231594392	0.933991565	0.07064762832	0.9399153861	0.1425152275	0.9399153861	0.2089453885	0.8925247418	0.2042075726	0.9734838062	0.249046034	0.9576869248	0.2439633711	1.028772929	0.3018336813	1.007052226	0.3704999829	0.969534567
0.02353365341	0.8905500846	0.08006437869	0.8846262635	0.157743705	0.8885755026	0.2282322047	0.8490832614	0.2182343757	0.9418900433	0.2632106006	0.9300423258	0.2597434879	0.9932299268	0.3162052593	0.9853315237	0.4128264827	0.9359662222
0.03295047592	0.8352609619	0.086526141	0.8530325006	0.1750702711	0.8431594403	0.2477947698	0.8135402594	0.2340833022	0.9083216232	0.2792665384	0.9023978021	0.2756615151	0.961636164	0.334290329	0.961636164	0.4551531241	0.9023978021
0.03830888494	0.7720733609	0.09460330649	0.8135402594	0.1907813591	0.805641781	0.2692487032	0.7779972574	0.2518925535	0.8767278604	0.2991738783	0.8767278604	0.2899639923	0.9379408042	0.3524443526	0.9399153861	0.4957263075	0.8727786212
0.04597232166	0.7207334775	0.1047096066	0.7779972574	0.2047391336	0.7720733609	0.2909783107	0.7503526584	0.2770599787	0.8392102011	0.3225879898	0.8431594403	0.3079801081	0.9122708624	0.3779565552	0.9122708624	0.5440024423	0.8471086795
0.05755618661	0.6733427579	0.122243037	0.7385050162	0.2222036822	0.7306065378	0.3108856506	0.7246827167	0.3042565385	0.805641781	0.3481001898	0.8155148413	0.3240360432	0.8846262635	0.3981397135	0.8944993238	0.588840901	0.8313117228
